User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
68,Sonya Obrien,larry78@example.org,larry78,1946-02-17,Female,Jessicaborough,2024-03-19,2025-03-19,Annual,Visa,Manual,Frequent,Electronics,Sci-Fi,Smart TV,Low,3.4,0,West Brom,Southampton,0,0,2020,10,4,12,C Kavanagh,1.0,0.8,8.0,3.2,11.2,3.0,1.0,0.2,2.6,0.6,14.8,7.0,14.0,6.4,1.8,0.0,0.0,2020-10-04 12:00:00,AVNET INC,4543533942,0.03495,3.40859,0.06916,0.12847,7.1625,0.2104,11.40654,"Low Quality, Overvalued",0.11403,2014.0,5.7,8,8300.0,2400000.0,,1,0.0,1222921.0,5553.0,193.0,335.0,1463000.0,74384865,29,0,0,0,39,0,M,13,7,38340,F,2022484408,4/1/2016 8:02:45 AM,97,68,"Faas Wilkesstraat 321 PP, Amsterdam",1095 MD,700000.0,102,3,4.969203,52.372762,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[155, 89, 40, 44]",1760,0,0,[],1,mango,87,f64cdee66599119324ce57a97e43700d,d89e05e2d23c3d8247aeecd07758004b,13212,jundiai,SP,68,0,1,24.0,6.0,1558.0,27900.0,24.0,2574.0,MO,0.0,17.0,MALE,SELF,OWNED,11-03-1968,46.0,1,1,0,,0,,,27900.0,,,0,0,0,TIER 4,0
69,Tracy Koch,timothy25@example.net,timothy25,1947-08-03,Female,Kristenton,2024-04-09,2025-04-09,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,High,4.7,9,Wolves,Fulham,1,1,2020,10,4,14,D England,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-10-04 14:00:00,Axalta Coating Systems Ltd.,8465215132,0.12926,4.34872,0.16766,0.1553,16.50112,0.19241,22.1776,"Moderate Quality, Overvalued",0.33721,2014.0,4.8,7,2470.0,300000.0,3.0,1,0.0,30529.0,18.0,4.0,2.0,18100.0,70282391,31,36,0,0,29,0,S,0,10,39396,F,2022484408,4/1/2016 8:02:50 AM,90,69,"Fahrenheitsingel 17, Amsterdam",1097 NR,500000.0,72,2,4.922788,52.342942,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[176, 81, 53, 47]",2491,0,0,[],1,mango,88,7ab7a537b678b6dd73d825ff6ee7be9d,dad5018ffc0de85eb72f72575b552784,29307,cachoeiro de itapemirim,ES,69,0,1,28.0,1.0,1939.0,43900.0,30.0,2803.0,MC,0.0,13.0,MALE,SELF,OWNED,08-08-1972,42.0,2,1,1,,0,,,43900.0,73.0,,0,0,0,TIER 4,0
70,Kendra Brooks DVM,obray@example.net,obray,1937-01-29,Male,Garzafort,2024-01-21,2025-01-20,Monthly,Amex,Manual,Regular,Clothing,Action,Smartphone,Low,3.2,2,Fulham,Wolves,0,0,2020,10,4,14,D England,0.8,0.2,12.0,3.8,13.0,3.4,2.6,0.0,2.4,1.0,11.8,5.8,11.8,3.8,1.4,0.0,0.0,2020-10-04 14:00:00,AXCELIS TECHNOLOGIES INC,2283554298,0.21875,-2.275,0.22765,0.21241,13.03598,2.69407,9.94418,"High Quality, Fair Valuation",0.44279,2014.0,6.4,1,127000000.0,40000000.0,3173.0,1,1.0,1142964.0,2346.0,167.0,311.0,,70624608,59,36,0,0,59,0,S,32,11,21082,F,2022484408,4/1/2016 8:03:00 AM,89,70,"Bankastraat 39 D, Amsterdam",1094 EB,369000.0,47,3,4.933378,52.364949,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[170, 133, 42, 37]",1554,0,0,[],1,mango,89,7300450cedf7e4c35c243c4a03c1e8a6,95700615deef776ed32faa08f0be634e,12280,cacapava,SP,70,0,0,30.0,0.0,1796.0,46000.0,36.0,1154.0,MC,4.0,13.5,MALE,SAL,OWNED,01-01-1963,51.0,0,0,0,,0,,,,,,0,0,0,TIER 3,0
71,Janice Oliver,bethany83@example.net,bethany83,1988-12-02,Male,South Leslie,2024-02-27,2025-02-26,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Tablet,Low,4.1,5,Arsenal,Sheffield United,1,1,2020,10,4,14,L Mason,1.6,0.6,8.2,4.0,8.6,4.2,1.0,0.0,1.2,0.8,11.8,4.0,12.0,4.8,2.0,0.0,0.6,2020-10-04 14:00:00,AZZ INC,2591629145,0.14478,4.09924,0.02635,0.08154,13.50751,0.42918,21.44123,"Low Quality, Overvalued",0.23662,2014.0,7.0,1,241000000.0,180000000.0,3948.0,1,0.0,557012.0,3528.0,135.0,464.0,5633.0,72818718,29,48,0,0,40,0,S,13,11,37762,F,2022484408,4/1/2016 8:03:05 AM,89,71,"Toutenburgstraat 75, Amsterdam",1107 PW,245000.0,68,3,4.9688878,52.2923239,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[183, 167, 48, 48]",2304,0,0,[],1,mango,90,4c7241af24b5344cb01fe687643de4fe,b157c176c3fe04914fde33f2dc8b878a,60336,fortaleza,CE,71,0,0,24.0,0.0,1155.0,23000.0,24.0,1152.0,MO,4.0,10.25,MALE,SELF,OWNED,05-12-1975,38.0,1,1,0,,0,,,23000.0,,,1,1,0,TIER 3,0
72,Jennifer Shields,aanderson@example.org,aanderson,2004-10-07,Male,Williamport,2024-03-03,2025-03-03,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smartphone,High,3.1,7,Sheffield United,Arsenal,0,0,2020,10,4,14,L Mason,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-10-04 14:00:00,BADGER METER INC,6207707162,0.1876,-1.7173,0.2012,0.30418,47.29479,0.91851,45.42922,"High Quality, Fair Valuation",0.39547,2014.0,6.3,8,348000.0,15000000.0,66.0,1,0.0,177465.0,595.0,39.0,71.0,644000.0,71681494,57,48,2,349,57,0,U,31,8,25128,F,2022484408,4/1/2016 8:03:15 AM,84,72,"Vegastraat 97, Amsterdam",1033 HR,350000.0,65,4,4.885364,52.412066,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[292, 69, 44, 44]",1936,0,0,[],1,mango,91,97e126f19a6f04b3462619f36862bcd2,d4397835ae287e492b186d497099439a,11310,sao vicente,SP,72,1,1,24.0,3.0,2476.0,44400.0,24.0,1733.0,MC,0.0,16.9,MALE,SELF,OWNED,02-04-1974,40.0,6,5,1,48318.0,0,,48318.0,44400.0,,,4,4,3,TIER 3,0
73,Diana Dillon,diane28@example.com,diane28,1981-04-21,Male,South Beverlyton,2024-01-30,2025-01-29,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,Medium,3.5,4,Man United,Tottenham,1,0,2020,10,4,16,A Taylor,1.8,0.6,13.4,5.4,12.6,5.6,2.0,0.2,2.4,1.4,13.4,4.6,10.6,4.0,1.6,0.0,0.4,2020-10-04 16:00:00,BALCHEM CORP,5771094821,0.18443,0.88208,0.10324,0.16302,35.33065,0.51291,36.65171,"Average Quality, Fair Valuation",0.34473,2014.0,7.1,9,36400000.0,25000000.0,3019.0,1,27.0,1470438.0,4314.0,168.0,511.0,130000.0,70774317,26,36,0,0,28,0,S,0,13,39755,F,2022484408,4/1/2016 8:03:20 AM,81,73,"Hofwijckstraat 22 III, Amsterdam",1055 GG,425000.0,69,3,4.850643,52.379711,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[79, 358, 57, 51]",2907,0,0,[],1,mango,92,6d27a9361e591da38c87a5e70253f3f2,76b029c87118a29f2e3de420f5ec2fa2,38408,uberlandia,MG,73,0,0,22.0,0.0,1876.0,33700.0,24.0,1733.0,MC,0.0,16.8,MALE,SELF,OWNED,06-05-1956,58.0,1,1,0,,0,,,33700.0,,,0,0,0,TIER 3,0
74,David Mata,cheyennewilson@example.net,cheyennewilson,1967-08-12,Male,Lake Rebecca,2024-04-08,2025-04-08,Annual,Amex,Manual,Frequent,Electronics,Drama,Tablet,Low,4.8,9,Tottenham,Man United,0,1,2020,10,4,16,A Taylor,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-10-04 16:00:00,BALL CORP,17878699383,0.10472,3.38372,0.62147,0.13185,-77.12467,0.04368,-92.52565,"Low Quality, Overvalued",0.20693,2014.0,5.4,8,10400000.0,5000000.0,1044.0,1,0.0,667852.0,469.0,38.0,44.0,919000.0,74142665,54,36,4,362,54,0,S,26,8,34001,F,2022484408,4/1/2016 8:03:25 AM,82,74,"Falckstraat 47 A, Amsterdam",1017 VV,,147,3,4.897454,52.360707,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[170, 357, 47, 53]",2491,0,0,[],1,mango,93,6810c3dc47f641181fcc7f73275c3d19,7eaa86786b5955ab188db287f4726d79,37720,botelhos,MG,74,0,0,26.0,0.0,1222.0,26900.0,30.0,1545.0,MO,2.0,14.5,MALE,SELF,OWNED,18-12-1992,22.0,1,1,0,,0,,,26900.0,,,1,0,0,TIER 3,0
75,Megan Vaughan,walkersusan@example.net,walkersusan,1938-02-23,Female,Tinaberg,2024-02-03,2025-02-02,Annual,Visa,Manual,Frequent,Books,Horror,Tablet,Medium,3.3,0,Aston Villa,Liverpool,1,1,2020,10,4,19,M Atkinson,2.4,1.2,14.0,5.2,13.0,5.6,2.6,0.0,1.0,0.2,14.4,5.2,15.2,4.6,2.8,0.2,0.8,2020-10-04 19:00:00,BELDEN INC.,4787152791,0.10282,3.71413,0.14452,0.10403,22.99075,0.23118,27.39664,"Low Quality, Overvalued",0.37455,2014.0,6.9,12,112000000.0,145000000.0,3934.0,1,13.0,277848.0,890.0,45.0,88.0,8839043.0,74699024,45,48,4,249,43,0,M,13,10,72055,F,2022484408,4/1/2016 8:03:30 AM,81,75,"Sam van Houtenstraat 191 C, Amsterdam",1067 JG,375000.0,94,4,4.800745,52.379133,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[208, 346, 42, 46]",1932,0,0,[],1,mango,94,b514422efcf14bef34858a0829bef189,b436a108536c1dabbc1d3e808d782df9,24431,sao goncalo,RJ,75,0,2,24.0,2.0,1459.0,28700.0,24.0,1244.0,MO,1.0,10.99,MALE,SAL,OWNED,28-08-1985,29.0,1,1,0,,0,,,28700.0,,,0,0,0,TIER 3,0
76,Kelsey Diaz,jamesstevens@example.com,jamesstevens,1992-06-29,Female,Wongview,2024-02-07,2025-02-06,Annual,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Low,4.4,5,Liverpool,Aston Villa,0,0,2020,10,4,19,M Atkinson,2.6,1.4,19.4,7.2,9.0,7.8,1.2,0.0,2.6,1.6,8.8,5.0,9.0,1.6,1.4,0.4,0.6,2020-10-04 19:00:00,BENCHMARK ELECTRONICS INC,1703374207,0.04484,-0.37855,0.05664,0.21728,6.94029,0.18464,7.23903,"Moderate Quality, Overvalued",0.1015,2014.0,6.5,2,51200000.0,50000000.0,3194.0,3,-1.0,3037329.0,6696.0,564.0,1061.0,9850000.0,70964611,55,0,0,0,64,0,M,36,14,42939,F,2022484408,4/1/2016 8:03:45 AM,81,76,"Het Hoogt 180, Amsterdam",1025 HE,335000.0,92,4,4.936896,52.394478,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[217, 398, 47, 51]",2397,0,0,[],1,mango,95,0aae2862f8eac77f10a34f44860720ac,cd076285a12f40041b32f5ad8c98699f,5890,sao paulo,SP,76,0,0,24.0,0.0,2232.0,43900.0,24.0,1244.0,SC,1.0,10.99,FEMALE,SELF,RENT,22-12-1966,48.0,2,2,0,,0,,,43900.0,,,0,0,0,TIER 3,0
77,Jimmy Parker,shannon08@example.org,shannon08,1967-05-15,Female,Ramseymouth,2024-02-18,2025-02-17,Monthly,Mastercard,Manual,Regular,Books,Documentary,Smart TV,Medium,4.9,10,Everton,Liverpool,1,0,2020,10,17,12,M Oliver,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-10-17 12:00:00,BENTLEY SYSTEMS INC,14133206446,0.21197,4.83534,0.3523,0.10124,34.59933,0.79633,36.44509,"Good Quality, Fair Valuation",0.8039,2014.0,6.3,8,4010000.0,5000000.0,255.0,1,0.0,446576.0,659.0,50.0,45.0,,70460872,56,0,0,0,63,0,U,34,11,44333,F,2022484408,4/1/2016 8:03:50 AM,83,77,"Van Hilligaertstraat 32 C, Amsterdam",1072 KA,450000.0,56,3,4.888332,52.349498,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[231, 425, 47, 44]",2068,0,0,[],1,mango,96,6c9a5923526346cbc0bd7bbd92269c01,cf6d4152d758efc43910e0141ae5b912,3733,sao paulo,SP,77,0,1,24.0,1.0,2516.0,49500.0,24.0,3680.0,SC,1.0,10.99,MALE,SAL,RENT,27-03-1989,25.0,5,1,3,3948.0,0,,,49500.0,,61.0,0,0,0,TIER 3,0
78,Perry Fry,lucas69@example.com,lucas69,1993-12-10,Female,Port Jasonville,2024-03-10,2025-03-10,Monthly,Visa,Manual,Regular,Clothing,Drama,Smartphone,Low,3.8,10,Liverpool,Everton,0,0,2020,10,17,12,M Oliver,2.6,1.4,19.4,7.2,9.0,7.8,1.2,0.0,2.6,1.6,8.8,5.0,9.0,1.6,1.4,0.4,0.6,2020-10-17 12:00:00,BERKSHIRE HATHAWAY INC,1035227384920,0.34778,0.79442,0.16916,0.19195,6.11941,0.43131,6.73968,"Good Quality, Fair Valuation",0.29203,2014.0,6.6,1,43600000.0,66000000.0,3115.0,1,5.0,1451649.0,7342.0,533.0,2305.0,2594000.0,72553228,33,36,3,124,36,0,M,4,15,36772,F,2022484408,4/1/2016 8:03:55 AM,84,78,"Wethouder Wierdelsstraat 6, Amsterdam",1107 DK,395000.0,101,5,4.993551,52.292948,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[298, 424, 52, 50]",2600,0,0,[],1,mango,97,1b2cb35b19b40b61f953d32ea157b337,468d559ef2dcd2bea6d8db78959fb90f,83709,araucaria,PR,78,0,1,27.0,1.0,1729.0,39900.0,30.0,1244.0,SC,0.0,12.0,FEMALE,SAL,OWNED,08-10-1981,33.0,2,2,0,396000.0,0,435900.0,,39900.0,,,6,6,3,TIER 3,0
79,Evelyn Williams,john77@example.org,john77,1942-08-03,Male,Port Nicholas,2024-03-18,2025-03-18,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Tablet,Low,4.1,10,Chelsea,Southampton,1,0,2020,10,17,15,P Bankes,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-10-17 15:00:00,BIO-TECHNE Corp,10545648766,0.1942,0.93005,0.07047,0.09581,42.83969,0.57964,44.00083,"Average Quality, Fair Valuation",0.65514,2014.0,6.4,8,150000000.0,18000000.0,3279.0,1,2.0,2554307.0,8722.0,298.0,693.0,14240000.0,70082653,28,0,0,0,35,0,S,5,7,38786,F,2022484408,4/1/2016 8:04:05 AM,83,79,"Van Houweningenstraat 66 2, Amsterdam",1052 TR,300000.0,45,2,4.87065,52.37314,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[286, 341, 53, 49]",2597,0,0,[],1,mango,98,12d1b4294fef21016c9614eb31e55e15,7556f182460418cf30957e6ce377c674,11347,sao vicente,SP,79,0,3,33.0,4.0,1946.0,50400.0,36.0,1244.0,SC,1.0,13.0,MALE,SELF,OWNED,03-12-1989,24.0,0,0,0,,0,,,,,,0,0,0,TIER 3,1
80,Julie Sanchez,bakerzachary@example.net,bakerzachary,1994-12-11,Female,Michaelberg,2024-01-29,2025-01-28,Annual,Visa,Manual,Regular,Electronics,Comedy,Smartphone,Low,3.4,6,Southampton,Chelsea,0,0,2020,10,17,15,P Bankes,1.6,0.8,10.8,5.2,13.0,3.0,1.6,0.0,1.8,0.8,8.0,3.6,12.2,4.8,1.6,0.0,0.4,2020-10-17 15:00:00,BIOMARIN PHARMACEUTICAL INC,11810429502,0.12433,-0.98117,0.05954,0.02884,38.97403,0.61732,38.11353,"Average Quality, Fair Valuation",0.78946,2014.0,6.3,2,114000000.0,127000000.0,22.0,3,2.0,3779254.0,13535.0,362.0,1221.0,6480000.0,75659921,55,36,0,0,50,0,U,19,12,40300,F,2022484408,4/1/2016 8:04:20 AM,83,80,"Ternatestraat 174, Amsterdam",1095 RZ,450000.0,84,3,4.944032,52.365457,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[404, 34, 34, 29]",986,0,0,[],1,mango,99,f6529ffebe6b3440d45d89604a4239ac,e5dbefdfdf3eff75c8e6cd655f128279,26272,nova iguacu,RJ,80,0,0,24.0,0.0,2221.0,42900.0,24.0,3641.0,MC,3.0,12.12,MALE,SAL,OWNED,01-01-1973,41.0,2,2,0,,0,,,42900.0,,,0,0,0,TIER 3,0
81,Joseph Davis,greenelisa@example.com,greenelisa,1933-10-12,Male,Martinezfort,2024-01-07,2025-01-06,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Smart TV,Low,3.3,3,Man City,Arsenal,1,1,2020,10,17,17,C Kavanagh,1.6,1.0,16.0,5.6,10.8,7.0,1.8,0.0,1.6,0.4,9.2,4.0,9.8,4.6,1.6,0.0,0.4,2020-10-17 17:00:00,BK Technologies,128990555,0.08874,-0.7171,0.16592,0.15225,26.65008,0.70936,26.5148,"Good Quality, Fair Valuation",0.37212,2014.0,7.9,10,32300000.0,8500000.0,2766.0,1,-1.0,6082510.0,12522.0,543.0,2170.0,,73017665,54,0,0,0,54,0,S,28,16,33916,F,2022484408,4/1/2016 8:04:25 AM,84,81,"Hudsonstraat 55 hs, Amsterdam",1057 RX,415000.0,51,2,4.853803,52.366082,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[426, 52, 27, 33]",891,0,0,[],1,mango,100,8264e3518163dd09211870b24a5d741d,67d21c8bea9d6017d1b124d3879dd815,5415,sao paulo,SP,81,0,0,24.0,0.0,1967.0,38700.0,24.0,1244.0,SC,1.0,10.99,MALE,SAL,OWNED,16-12-1985,28.0,1,1,0,,0,,,38700.0,,,0,0,0,TIER 3,0
82,Monique Rodriguez,rrhodes@example.com,rrhodes,1940-05-03,Male,West Connorport,2024-03-20,2025-03-20,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.6,9,Arsenal,Man City,0,0,2020,10,17,17,C Kavanagh,1.6,0.6,8.2,4.0,8.6,4.2,1.0,0.0,1.2,0.8,11.8,4.0,12.0,4.8,2.0,0.0,0.6,2020-10-17 17:00:00,"BLACKLINE, INC.",3605414562,0.0438,1.62578,0.31903,0.07183,21.89851,1.21433,22.62018,"Average Quality, Fair Valuation",0.75272,2014.0,5.6,10,52500000.0,13200000.0,2130.0,1,0.0,608230.0,895.0,118.0,387.0,1550500.0,70891890,52,12,0,0,52,0,U,21,9,33499,F,2022484408,4/1/2016 8:04:40 AM,85,82,"Maarten Jansz. Kosterstraat 10, Amsterdam",1017 VX,650000.0,67,4,4.901713,52.360545,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[405, 65, 31, 29]",899,0,0,[],1,mango,101,8392e3d4cfeec63f2a8bfea68bf1f91f,fd2d5fdb84e65fa6b54b98b0e2df5645,59655,areia branca,RN,82,0,1,24.0,2.0,1994.0,38000.0,24.0,1154.0,MC,2.0,12.95,MALE,SELF,OWNED,16-06-1984,30.0,1,1,0,,0,,,38000.0,,,1,0,0,TIER 3,0
83,Thomas Davis,brendasmith@example.com,brendasmith,1938-12-01,Female,Carsonhaven,2024-02-29,2025-02-28,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,High,3.1,5,Newcastle,Man United,1,0,2020,10,17,20,C Pawson,1.4,0.4,8.8,2.4,10.8,4.2,2.4,0.0,1.8,0.8,17.2,7.6,14.4,6.0,1.4,0.2,0.4,2020-10-17 20:00:00,"BlackRock, Inc.",152292369517,0.36262,-0.07299,0.15057,0.06293,35.89654,0.36351,36.14625,"Good Quality, Fair Valuation",0.4756,2014.0,5.9,1,101000000.0,125000000.0,3567.0,1,6.0,13661095.0,41254.0,3812.0,18077.0,1810000.0,70721893,30,36,7,506,27,0,S,0,15,11663,F,2022484408,4/1/2016 8:04:45 AM,86,83,"Spaarndammerplantsoen 20, Amsterdam",1013 XT,425000.0,52,2,4.876149,52.390376,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[444, 281, 29, 34]",986,0,0,[],1,mango,102,38d1cd89306128348ffdf4cc23f3a50a,d491a65a6ef3c04e145d37395996bad7,4548,sao paulo,SP,83,0,0,24.0,2.0,2079.0,40900.0,24.0,1244.0,SC,1.0,10.99,MALE,SAL,OWNED,28-03-1986,28.0,1,1,0,,0,,,40900.0,,,12,11,5,TIER 3,0
84,Christopher Dickerson,wgregory@example.com,wgregory,1992-05-05,Female,Troytown,2024-01-15,2025-01-14,Monthly,Amex,Auto-renew,Occasional,Books,Action,Smart TV,High,3.2,4,Man United,Newcastle,0,1,2020,10,17,20,C Pawson,1.8,0.6,13.4,5.4,12.6,5.6,2.0,0.2,2.4,1.4,13.4,4.6,10.6,4.0,1.6,0.0,0.4,2020-10-17 20:00:00,Blackstone Group L.P.,133505519072,0.52037,-5.15647,0.11428,0.28656,34.11305,1.48458,30.7179,"High Quality, Fair Valuation",0.63635,2014.0,7.0,1,91400000.0,50000000.0,3090.0,1,0.0,367551.0,700.0,19.0,37.0,648786.0,72367741,62,36,0,0,49,0,U,18,9,47206,F,2022484408,4/1/2016 8:05:00 AM,86,84,"Driehoekstraat 72, Amsterdam",1015 GL,469000.0,67,2,4.882743,52.382746,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[465, 284, 30, 35]",1050,0,0,[],1,mango,103,91ec76836092bba85d11761078ed7bb5,6edd17d0a29e2d4057e694afee5eaa3b,28010,campos dos goytacazes,RJ,84,0,0,31.0,1.0,1715.0,44900.0,36.0,1244.0,SC,1.0,12.5,FEMALE,SAL,OWNED,23-07-1972,42.0,3,1,2,,0,,,44900.0,,32.0,0,0,0,TIER 3,0
85,Keith Baker,ujones@example.com,ujones,1972-07-11,Female,Langton,2024-02-03,2025-02-02,Annual,Amex,Manual,Occasional,Clothing,Horror,Smartphone,Medium,3.0,1,Sheffield United,Fulham,1,0,2020,10,18,12,A Marriner,0.4,0.0,8.6,3.0,11.6,5.4,1.2,0.2,1.4,0.4,13.4,5.2,7.0,5.8,1.4,0.0,0.0,2020-10-18 12:00:00,"Block, Inc.",57283209880,0.06177,-1.83361,0.05671,0.02671,79.30932,3.71846,72.16884,"Low Quality, Overvalued",0.36055,2014.0,5.2,8,35700.0,600000.0,,1,0.0,5403836.0,187162.0,3145.0,24919.0,2720000.0,72819292,39,36,1,179,39,0,S,10,14,36559,T,2022484408,4/1/2016 8:05:10 AM,86,85,"Admiraliteitstraat 48, Amsterdam",1018 KP,485000.0,73,4,4.924634,52.368555,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[546, 424, 29, 35]",1015,0,0,[],1,mango,104,f9dfa0a2934ffbb22e66924952548be8,bf6e263ffc1f89999827615522b0aa45,13573,sao carlos,SP,85,0,2,32.0,4.0,1747.0,43900.0,36.0,1244.0,MC,0.0,14.41,MALE,SAL,RENT,08-08-1979,35.0,1,1,0,,0,,,43900.0,,,4,4,1,TIER 3,1
86,Ashley Cortez,lisa59@example.net,lisa59,1948-06-13,Female,Charlesfurt,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Books,Action,Smart TV,Low,3.9,3,Fulham,Sheffield United,0,0,2020,10,18,12,A Marriner,0.8,0.2,12.0,3.8,13.0,3.4,2.6,0.0,2.4,1.0,11.8,5.8,11.8,3.8,1.4,0.0,0.0,2020-10-18 12:00:00,Blue Bird Corporation,1218513591,0.10994,0.06208,0.72479,0.50867,8584.04166,0.07965,8.72299,"Moderate Quality, Overvalued",0.18966,2014.0,4.4,15,50800000.0,5000000.0,2061.0,1,-4.0,11724815.0,30208.0,2150.0,4926.0,130000.0,75080949,60,48,6,248,60,0,M,29,14,25570,F,2022484408,4/1/2016 8:05:25 AM,86,86,"Willem de Zwijgerlaan 334 E15, Amsterdam",1055 RD,225000.0,32,1,4.860857,52.380834,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[443, 362, 43, 34]",1462,0,0,[],1,mango,105,5a3260cfde2a918b597dada7ddd247bb,6d3f61e35d0422fd8cae65b1798784be,2175,sao paulo,SP,86,0,0,33.0,1.0,1137.0,28337.0,36.0,1244.0,MO,0.0,14.8,MALE,SELF,OWNED,05-07-1972,42.0,3,2,1,,0,,,45000.0,,23.0,0,0,0,TIER 3,0
